GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G2100070","Kentucky","21","210","Ballard County","007","0070",8276,8798,7902,8286,8249,7728
"G2100090","Kentucky","21","210","Barren County","009","0090",28677,34009,34001,38033,42173,44485
"G2100110","Kentucky","21","210","Bath County","011","0110",9235,10025,9692,11085,11591,12750
"G2100130","Kentucky","21","210","Bell County","013","0130",31087,34330,31506,30060,28691,24097
"G2100150","Kentucky","21","210","Boone County","015","0150",32812,45842,57589,85991,118811,135968
"G2100170","Kentucky","21","210","Bourbon County","017","0170",18476,19405,19236,19360,19985,20252
"G2100190","Kentucky","21","210","Boyd County","019","0190",52376,55513,51150,49752,49542,48261
"G2100210","Kentucky","21","210","Boyle County","021","0210",21090,25066,25641,27697,28432,30614
"G2100230","Kentucky","21","210","Bracken County","023","0230",7227,7738,7766,8279,8488,8400
"G2100250","Kentucky","21","210","Breathitt County","025","0250",14221,17004,15703,16100,13878,13718
"G2100270","Kentucky","21","210","Breckinridge County","027","0270",14789,16861,16312,18648,20059,20432
"G2100290","Kentucky","21","210","Bullitt County","029","0290",26090,43346,47567,61236,74319,82217
"G2100310","Kentucky","21","210","Butler County","031","0310",9723,11064,11245,13010,12690,12371
"G2100330","Kentucky","21","210","Caldwell County","033","0330",13179,13473,13232,13060,12984,12649
"G2100350","Kentucky","21","210","Calloway County","035","0350",27692,30031,30735,34177,37191,37103
"G2100370","Kentucky","21","210","Campbell County","037","0370",88501,83317,83866,88616,90336,93076
"G2100390","Kentucky","21","210","Carlisle County","039","0390",5354,5487,5238,5351,5104,4826
"G2100410","Kentucky","21","210","Carroll County","041","0410",8523,9270,9292,10155,10811,10810
"G2100430","Kentucky","21","210","Carter County","043","0430",19850,25060,24340,26889,27720,26627
"G2100450","Kentucky","21","210","Casey County","045","0450",12930,14818,14211,15447,15955,15941
"G2100470","Kentucky","21","210","Christian County","047","0470",56224,66878,68941,72265,73955,72748
"G2100490","Kentucky","21","210","Clark County","049","0490",24090,28322,29496,33144,35613,36972
"G2100510","Kentucky","21","210","Clay County","051","0510",18481,22752,21746,24556,21730,20345
"G2100530","Kentucky","21","210","Clinton County","053","0530",8174,9321,9135,9634,10272,9253
"G2100550","Kentucky","21","210","Crittenden County","055","0550",8493,9207,9196,9384,9315,8990
"G2100570","Kentucky","21","210","Cumberland County","057","0570",6850,7289,6784,7147,6856,5888
"G2100590","Kentucky","21","210","Daviess County","059","0590",79486,85949,87189,91545,96656,103312
"G2100610","Kentucky","21","210","Edmonson County","061","0610",8751,9962,10357,11644,12161,12126
"G2100630","Kentucky","21","210","Elliott County","063","0630",5933,6908,6455,6748,7852,7354
"G2100650","Kentucky","21","210","Estill County","065","0650",12752,14495,14614,15307,14672,14163
"G2100670","Kentucky","21","210","Fayette County","067","0670",174323,204165,225366,260512,295803,322570
"G2100690","Kentucky","21","210","Fleming County","069","0690",11366,12323,12292,13792,14348,15082
"G2100710","Kentucky","21","210","Floyd County","071","0710",35889,48764,43586,42441,39451,35942
"G2100730","Kentucky","21","210","Franklin County","073","0730",34481,41830,43781,47687,49285,51541
"G2100750","Kentucky","21","210","Fulton County","075","0750",10183,8971,8271,7752,6813,6515
"G2100770","Kentucky","21","210","Gallatin County","077","0770",4134,4842,5393,7870,8589,8690
"G2100790","Kentucky","21","210","Garrard County","079","0790",9457,10853,11579,14792,16912,16953
"G2100810","Kentucky","21","210","Grant County","081","0810",9999,13308,15737,22384,24662,24941
"G2100830","Kentucky","21","210","Graves County","083","0830",30939,34049,33550,37028,37121,36649
"G2100850","Kentucky","21","210","Grayson County","085","0850",16445,20854,21050,24053,25746,26420
"G2100870","Kentucky","21","210","Green County","087","0870",10350,11043,10371,11518,11258,11107
"G2100890","Kentucky","21","210","Greenup County","089","0890",33192,39132,36742,36891,36910,35962
"G2100910","Kentucky","21","210","Hancock County","091","0910",7080,7742,7864,8392,8565,9095
"G2100930","Kentucky","21","210","Hardin County","093","0930",78421,88917,89240,94174,105543,110702
"G2100950","Kentucky","21","210","Harlan County","095","0950",37370,41889,36574,33202,29278,26831
"G2100970","Kentucky","21","210","Harrison County","097","0970",14158,15166,16248,17983,18846,18692
"G2100990","Kentucky","21","210","Hart County","099","0990",13980,15402,14890,17445,18199,19288
"G2101010","Kentucky","21","210","Henderson County","101","1010",36031,40849,43044,44829,46250,44793
"G2101030","Kentucky","21","210","Henry County","103","1030",10910,12740,12823,15060,15416,15678
"G2101050","Kentucky","21","210","Hickman County","105","1050",6264,6065,5566,5262,4902,4521
"G2101070","Kentucky","21","210","Hopkins County","107","1070",38167,46174,46126,46519,46920,45423
"G2101090","Kentucky","21","210","Jackson County","109","1090",10005,11996,11955,13495,13494,12955
"G2101110","Kentucky","21","210","Jefferson County","111","1110",695055,685004,664937,693604,741096,782969
"G2101130","Kentucky","21","210","Jessamine County","113","1130",17430,26146,30508,39041,48586,52991
"G2101150","Kentucky","21","210","Johnson County","115","1150",17539,24432,23248,23445,23356,22680
"G2101170","Kentucky","21","210","Kenton County","117","1170",129440,137058,142031,151464,159720,169064
"G2101190","Kentucky","21","210","Knott County","119","1190",14698,17940,17906,17649,16346,14251
"G2101210","Kentucky","21","210","Knox County","121","1210",23689,30239,29676,31795,31883,30193
"G2101230","Kentucky","21","210","Larue County","123","1230",10672,11922,11679,13373,14193,14867
"G2101250","Kentucky","21","210","Laurel County","125","1250",27386,38982,43438,52715,58849,62613
"G2101270","Kentucky","21","210","Lawrence County","127","1270",10726,14121,13998,15569,15860,16293
"G2101290","Kentucky","21","210","Lee County","129","1290",6587,7754,7422,7916,7887,7395
"G2101310","Kentucky","21","210","Leslie County","131","1310",11623,14882,13642,12401,11310,10513
"G2101330","Kentucky","21","210","Letcher County","133","1330",23165,30687,27000,25277,24519,21548
"G2101350","Kentucky","21","210","Lewis County","135","1350",12355,14545,13029,14092,13870,13080
"G2101370","Kentucky","21","210","Lincoln County","137","1370",16663,19053,20045,23361,24742,24275
"G2101390","Kentucky","21","210","Livingston County","139","1390",7596,9219,9062,9804,9519,8888
"G2101410","Kentucky","21","210","Logan County","141","1410",21793,24138,24416,26573,26835,27432
"G2101430","Kentucky","21","210","Lyon County","143","1430",5562,6490,6624,8080,8314,8680
"G2101510","Kentucky","21","210","Madison County","151","1510",42730,53352,57508,70872,82916,92701
"G2101530","Kentucky","21","210","Magoffin County","153","1530",10443,13515,13077,13332,13333,11637
"G2101550","Kentucky","21","210","Marion County","155","1550",16714,17910,16499,18212,19820,19581
"G2101570","Kentucky","21","210","Marshall County","157","1570",20381,25637,27205,30125,31448,31659
"G2101590","Kentucky","21","210","Martin County","159","1590",9377,13925,12526,12578,12929,11287
"G2101610","Kentucky","21","210","Mason County","161","1610",17273,17765,16666,16800,17490,17120
"G2101450","Kentucky","21","210","McCracken County","145","1450",58281,61310,62879,65514,65565,67875
"G2101470","Kentucky","21","210","McCreary County","147","1470",12548,15634,15603,17080,18306,16888
"G2101490","Kentucky","21","210","McLean County","149","1490",9062,10090,9628,9938,9531,9152
"G2101630","Kentucky","21","210","Meade County","163","1630",18796,22854,24170,26349,28602,30003
"G2101650","Kentucky","21","210","Menifee County","165","1650",4050,5117,5092,6556,6306,6113
"G2101670","Kentucky","21","210","Mercer County","167","1670",15960,19011,19148,20817,21331,22641
"G2101690","Kentucky","21","210","Metcalfe County","169","1690",8177,9484,8963,10037,10099,10286
"G2101710","Kentucky","21","210","Monroe County","171","1710",11642,12353,11401,11756,10963,11338
"G2101730","Kentucky","21","210","Montgomery County","173","1730",15364,20046,19561,22554,26499,28114
"G2101750","Kentucky","21","210","Morgan County","175","1750",10019,12103,11648,13948,13923,13726
"G2101770","Kentucky","21","210","Muhlenberg County","177","1770",27537,32238,31318,31839,31499,30928
"G2101790","Kentucky","21","210","Nelson County","179","1790",23477,27584,29710,37477,43437,46738
"G2101810","Kentucky","21","210","Nicholas County","181","1810",6508,7157,6725,6813,7135,7537
"G2101830","Kentucky","21","210","Ohio County","183","1830",18790,21765,21105,22916,23842,23772
"G2101850","Kentucky","21","210","Oldham County","185","1850",14687,27795,33263,46178,60316,67607
"G2101870","Kentucky","21","210","Owen County","187","1870",7470,8924,9035,10547,10841,11278
"G2101890","Kentucky","21","210","Owsley County","189","1890",5023,5709,5036,4858,4755,4051
"G2101910","Kentucky","21","210","Pendleton County","191","1910",9949,10989,12036,14390,14877,14644
"G2101930","Kentucky","21","210","Perry County","193","1930",25714,33763,30283,29390,28712,28473
"G2101950","Kentucky","21","210","Pike County","195","1950",61059,81123,72583,68736,65024,58669
"G2101970","Kentucky","21","210","Powell County","197","1970",7704,11101,11686,13237,12613,13129
"G2101990","Kentucky","21","210","Pulaski County","199","1990",35234,45803,49489,56217,63063,65034
"G2102010","Kentucky","21","210","Robertson County","201","2010",2163,2265,2124,2266,2282,2193
"G2102030","Kentucky","21","210","Rockcastle County","203","2030",12305,13973,14803,16582,17056,16037
"G2102050","Kentucky","21","210","Rowan County","205","2050",17010,19049,20353,22094,23333,24662
"G2102070","Kentucky","21","210","Russell County","207","2070",10542,13708,14716,16315,17565,17991
"G2102090","Kentucky","21","210","Scott County","209","2090",17948,21813,23867,33061,47173,57155
"G2102110","Kentucky","21","210","Shelby County","211","2110",18999,23328,24824,33337,42074,48065
"G2102130","Kentucky","21","210","Simpson County","213","2130",13054,14673,15145,16405,17327,19594
"G2102150","Kentucky","21","210","Spencer County","215","2150",5488,5929,6801,11766,17061,19490
"G2102170","Kentucky","21","210","Taylor County","217","2170",17138,21178,21146,22927,24512,26023
"G2102190","Kentucky","21","210","Todd County","219","2190",10823,11874,10940,11971,12460,12243
"G2102210","Kentucky","21","210","Trigg County","221","2210",8620,9384,10361,12597,14339,14061
"G2102230","Kentucky","21","210","Trimble County","223","2230",5349,6253,6090,8125,8809,8474
"G2102250","Kentucky","21","210","Union County","225","2250",15882,17821,16557,15637,15007,13668
"G2102270","Kentucky","21","210","Warren County","227","2270",57432,71828,76673,92522,113792,134554
"G2102290","Kentucky","21","210","Washington County","229","2290",10728,10764,10441,10916,11717,12027
"G2102310","Kentucky","21","210","Wayne County","231","2310",14268,17022,17468,19923,20813,19555
"G2102330","Kentucky","21","210","Webster County","233","2330",13282,14832,13955,14120,13621,13017
"G2102350","Kentucky","21","210","Whitley County","235","2350",24145,33396,33326,35865,35637,36712
"G2102370","Kentucky","21","210","Wolfe County","237","2370",5669,6698,6503,7065,7355,6562
"G2102390","Kentucky","21","210","Woodford County","239","2390",14434,17778,19955,23208,24939,26871
"G2200010","Louisiana","22","220","Acadia Parish","001","0010",52109,56427,55882,58861,61773,57576
"G2200030","Louisiana","22","220","Allen Parish","003","0030",20794,21390,21226,25440,25764,22750
"G2200050","Louisiana","22","220","Ascension Parish","005","0050",37086,50068,58214,76627,107215,126500
"G2200070","Louisiana","22","220","Assumption Parish","007","0070",19654,22084,22753,23388,23421,21039
"G2200090","Louisiana","22","220","Avoyelles Parish","009","0090",37751,41393,39159,41481,42073,39693
"G2200110","Louisiana","22","220","Beauregard Parish","011","0110",22888,29692,30083,32986,35654,36549
"G2200130","Louisiana","22","220","Bienville Parish","013","0130",16024,16387,15979,15752,14353,12981
"G2200150","Louisiana","22","220","Bossier Parish","015","0150",64519,80721,86088,98310,116979,128746
"G2200170","Louisiana","22","220","Caddo Parish","017","0170",230184,252358,248253,252161,254969,237848
"G2200190","Louisiana","22","220","Calcasieu Parish","019","0190",145415,167223,168134,183577,192768,216785
"G2200210","Louisiana","22","220","Caldwell Parish","021","0210",9354,10761,9810,10560,10132,9645
"G2200230","Louisiana","22","220","Cameron Parish","023","0230",8194,9336,9260,9991,6839,5617
"G2200250","Louisiana","22","220","Catahoula Parish","025","0250",11769,12287,11065,10920,10407,8906
"G2200270","Louisiana","22","220","Claiborne Parish","027","0270",17024,17095,17405,16851,17195,14170
"G2200290","Louisiana","22","220","Concordia Parish","029","0290",22578,22981,20828,20247,20822,18687
"G2200310","Louisiana","22","220","De Soto Parish","031","0310",22764,25727,25346,25494,26656,26812
"G2200330","Louisiana","22","220","East Baton Rouge Parish","033","0330",285167,366191,380105,412852,440171,456781
"G2200350","Louisiana","22","220","East Carroll Parish","035","0350",12884,11772,9709,9421,7759,7459
"G2200370","Louisiana","22","220","East Feliciana Parish","037","0370",17657,19015,19211,21360,20267,19539
"G2200390","Louisiana","22","220","Evangeline Parish","039","0390",31932,33343,33274,35434,33984,32350
"G2200410","Louisiana","22","220","Franklin Parish","041","0410",23946,24141,22387,21263,20767,19774
"G2200430","Louisiana","22","220","Grant Parish","043","0430",13671,16703,17526,18698,22309,22169
"G2200450","Louisiana","22","220","Iberia Parish","045","0450",57397,63752,68297,73266,73240,69929
"G2200470","Louisiana","22","220","Iberville Parish","047","0470",30746,32159,31049,33320,33387,30241
"G2200490","Louisiana","22","220","Jackson Parish","049","0490",15963,17321,15705,15397,16274,15031
"G2200530","Louisiana","22","220","Jefferson Davis Parish","053","0530",29554,32168,30722,31435,31594,32250
"G2200510","Louisiana","22","220","Jefferson Parish","051","0510",337568,454592,448306,455466,432552,440781
"G2200550","Louisiana","22","220","Lafayette Parish","055","0550",109716,150017,164762,190503,221578,241753
"G2200570","Louisiana","22","220","Lafourche Parish","057","0570",68941,82483,85860,89974,96318,97557
"G2200590","Louisiana","22","220","LaSalle Parish","059","0590",13295,17004,13662,14282,14890,14791
"G2200610","Louisiana","22","220","Lincoln Parish","061","0610",33800,39763,41745,42509,46735,48396
"G2200630","Louisiana","22","220","Livingston Parish","063","0630",36511,58806,70526,91814,128026,142282
"G2200650","Louisiana","22","220","Madison Parish","065","0650",15065,15975,12463,13728,12093,10017
"G2200670","Louisiana","22","220","Morehouse Parish","067","0670",32463,34803,31938,31021,27979,25629
